freq  i  field  SR124
5.0 1.57568 320.0861472 1.54461192247
5.0 1.57305 319.5856845 1.55751583911
5.0 1.57042 319.0852218 1.46138166008
5.0 1.56779 318.5847591 1.4797697413
5.0 1.56516 318.0842964 1.51138433709
5.0 1.56253 317.5838337 1.48073753505
5.0 1.5599 317.083371 1.49622223503
5.0 1.55727 316.5829083 1.45847827883
5.0 1.55464 316.0824456 1.51525551209
5.0 1.55201 315.5819829 1.48622169963
5.0 1.54938 315.0815202 1.47299518506
5.0 1.54675 314.5810575 1.49944821419
5.0 1.54412 314.0805948 1.41492756014
5.0 1.54149 313.5801321 1.47686636006
5.0 1.53886 313.0796694 1.48751209129
5.0 1.53623 312.5792067 1.48106013297
5.0 1.5336 312.078744 1.4658980309
5.0 1.53097 311.5782813 1.37944178935
5.0 1.52834 311.0778186 1.44847774343
5.0 1.52571 310.5773559 1.48622169963
5.0 1.52308 310.0768932 1.40105584974
5.0 1.52045 309.5764305 1.48041493713
5.0 1.51782 309.0759678 1.47460817464
5.0 1.51519 308.5755051 1.45976867049
5.0 1.51256 308.0750424 1.4400901976
5.0 1.50993 307.5745797 1.42363770388
5.0 1.5073 307.074117 1.42847667262
5.0 1.50467 306.5736543 1.51202953293
5.0 1.50204 306.0731916 1.43525122886
5.0 1.49941 305.5727289 1.44460656843
5.0 1.49678 305.0722662 1.37653840811
5.0 1.49415 304.5718035 1.37169943936
5.0 1.49152 304.0713408 1.46105906216
5.0 1.48889 303.5708781 1.39492648933
5.0 1.48626 303.0704154 1.39299090183
5.0 1.48363 302.5699527 1.4717047934
5.0 1.481 302.06949 1.4200891268
5.0 1.47837 301.5690273 1.42912186845
5.0 1.47574 301.0685646 1.37782879977
5.0 1.47311 300.5681019 1.39879766433
5.0 1.47048 300.0676392 1.33169729775
5.0 1.46785 299.5671765 1.396216881
5.0 1.46522 299.0667138 1.38589374768
5.0 1.46259 298.5662511 1.41331457056
5.0 1.45996 298.0657884 1.40202364349
5.0 1.4583 297.749907 1.38299036643
5.0 1.4283 292.041207 1.37331242894
5.0 1.3983 286.332507 1.36621527479
5.0 1.3683 280.623807 1.35395655397
5.0 1.3383 274.915107 1.33234249358
5.0 1.3083 269.206407 1.28975956864
5.0 1.2783 263.497707 1.32782612275
5.0 1.2483 257.789007 1.38202257268
5.0 1.2183 252.080307 1.38169997477
5.0 1.1883 246.371607 1.24814443744
5.0 1.1583 240.662907 1.29750191863
5.0 1.1283 234.954207 1.24169247912
5.0 1.0983 229.245507 1.21878802706
5.0 1.0683 223.536807 1.32169676234
5.0 1.0383 217.828107 1.26040315826
5.0 1.0083 212.119407 1.2513704166
5.0 0.9783 206.410707 1.19491578126
5.0 0.9483 200.702007 1.33879445191
